id,title,start_date,end_date,is_published,retailer,category
284,Maxi formati,2018-05-03,2018-05-09,1,Penny Market,Discount
285,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
286,Maxi formati,2018-05-03,2018-05-09,1,Penny Market,Discount
287,Maxi formati,2018-05-03,2018-05-09,1,Penny Market,Discount
288,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
289,"Igiene, bellezza e convenienza",2019-05-03,2019-05-19,1,BeautyTu,Cura casa e corpo
290,Maxi formati,2018-05-03,2018-05-09,1,Penny Market,Discount
291,Maxi formati,2018-05-03,2018-05-09,1,Penny Market,Discount
292,Maxi formati,2018-05-03,2018-05-09,1,Penny Market,Discount
293,Maxi formati,2018-05-03,2018-05-09,1,Penny Market,Discount
294,Offerte valide dal 3 al 12 maggio 2018,2019-05-03,2019-05-12,1,Smoll,Cura casa e corpo
295,Maxi formati,2018-05-03,2018-05-09,1,Penny Market,Discount
296,Maxi formati,2018-05-03,2018-05-09,1,Penny Market,Discount
297,Maxi formati,2018-05-03,2018-05-09,1,Penny Market,Discount
298,Tempo di risparmio!,2019-04-30,2019-05-12,1,Kanguro,Iper e super
299,Alta convenienza,2019-05-03,2019-05-16,1,Interspar,Iper e super
300,Scopri le ultime offerte Trony,2019-05-03,2019-05-23,1,Trony,Elettronica
301,Offerte valide dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Interspar,Iper e super
302,Sottocosto,2019-05-03,2019-05-12,1,Oasi,Iper e super
303,Fai risplendere la tua bellezza,2019-05-03,2019-05-16,1,Interspar,Iper e super
304,Sottocosto,2019-05-03,2019-05-12,1,Oasi,Iper e super
305,1 2 3 risparmio,2019-05-04,2019-05-17,1,Tigre,Iper e super
306,Beeilen sie sich! Affrettati!,2019-05-03,2019-05-20,1,Interspar,Iper e super
307,Affrettati!,2019-05-03,2019-05-20,1,Interspar,Iper e super
308,1 2 3 risparmio,2019-05-04,2019-05-17,1,Tigre,Iper e super
309,Apre Tigre,2019-05-09,2019-05-22,1,Tigre,Iper e super
310,Maxi Risparmio,2019-05-03,2019-05-16,1,Interspar,Iper e super
311,Maxi Risparmio,2019-05-03,2019-05-16,1,Interspar,Iper e super
312,Maxi Risparmio,2019-05-03,2019-05-16,1,Interspar,Iper e super
313,Maxi Risparmio,2019-05-03,2019-05-16,1,Interspar,Iper e super
314,Maxi Risparmio,2019-05-03,2019-05-16,1,Interspar,Iper e super
315,Sottocosto,2019-05-03,2019-05-16,1,Coop,Iper e super
316,Missione risparmio,2019-05-03,2019-05-16,1,Coop,Iper e super
317,Maxi Risparmio,2019-05-03,2019-05-16,1,Interspar,Iper e super
318,Maxi Risparmio,2019-05-03,2019-05-16,1,Interspar,Iper e super
319,Maxi Risparmio,2019-05-03,2019-05-16,1,Interspar,Iper e super
320,Maxi Risparmio,2019-05-03,2019-05-16,1,Interspar,Iper e super
321,Maxi Risparmio,2019-05-03,2019-05-16,1,Interspar,Iper e super
322,Alta convenienza,2019-05-03,2019-05-16,1,Interspar,Iper e super
323,Il grande festival dei vestiti,2019-05-10,2019-05-16,1,NKD,Sport e Moda
324,Sottoprezzo,2019-05-02,2019-05-15,1,Famila,Iper e super
325,Sottoprezzo,2019-05-02,2019-05-15,1,Famila,Iper e super
326,Sottoprezzo,2019-05-02,2019-05-15,1,Famila,Iper e super
327,Sottoprezzo,2019-05-02,2019-05-15,1,Famila,Iper e super
328,Dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Famila,Iper e super
329,Offertissime di primavera,2019-05-02,2019-05-15,1,Famila,Iper e super
330,Dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Famila,Iper e super
331,Dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Famila,Iper e super
332,Iper Anniversario,2019-05-02,2019-05-10,1,Iperfamila,Iper e super
333,Offerte CTS Supermercati,2019-05-02,2019-05-10,1,CTS Supermercati,Iper e super
334,Dal 2 al 13 maggio 2018,2019-05-02,2019-05-13,1,Todis,Discount
335,Dal 2 al 13 maggio,2019-05-02,2019-05-13,1,Todis,Discount
336,Dal 2 al 13 maggio,2019-05-02,2019-05-13,1,Todis,Discount
337,Dal 2 al 13 maggio,2019-05-02,2019-05-13,1,Todis,Discount
338,Dal 2 al 13 maggio,2019-05-02,2019-05-13,1,Todis,Discount
339,Dal 2 al 13 maggio,2019-05-02,2019-05-13,1,Todis,Discount
340,Le offerte di Effepiù,2019-05-02,2019-05-10,1,Effepiù,Iper e super
341,Sbocciano le offerte!,2019-05-02,2019-05-10,1,Idromarket,Iper e super
342,Sbocciano le offerte!,2019-05-02,2019-05-10,1,Idromarket,Iper e super
343,Partecipa al grande concorso,2019-05-02,2019-05-31,1,Scopri il concorso,Eventi speciali
344,1+1 gratis,2019-05-02,2019-05-12,1,Sidis,Iper e super
345,Partecipa al grande concorso,2019-05-02,2019-05-31,1,Scopri il concorso,Eventi speciali
346,Partecipa al grande concorso,2019-05-02,2019-05-31,1,Scopri il concorso,Eventi speciali
347,Partecipa al grande concorso,2019-05-02,2019-05-31,1,Scopri il concorso,Eventi speciali
348,Grandi offerte,2019-05-02,2019-05-10,1,Il Castoro,Iper e super
349,Grandi offerte,2019-05-02,2019-05-10,1,Il Castoro,Iper e super
350,Grandi offerte,2019-05-02,2019-05-10,1,Il Castoro,Iper e super
351,Grandi offerte,2019-05-02,2019-05-10,1,Il Castoro,Iper e super
352,Partecipa al grande concorso,2019-05-02,2019-05-31,1,Scopri il concorso,Eventi speciali
353,Partecipa al grande concorso,2019-05-02,2019-05-31,1,Scopri il concorso,Eventi speciali
354,Partecipa al grande concorso,2019-05-02,2019-05-31,1,Scopri il concorso,Eventi speciali
355,Il gusto del risparmio!,2019-05-02,2019-05-10,1,Ipercarni,Iper e super
356,Il gusto del risparmio!,2019-05-02,2019-05-10,1,Ipercarni,Iper e super
357,Il gusto del risparmio!,2019-05-02,2019-05-10,1,Ipercarni,Iper e super
358,Partecipa al grande concorso,2019-05-02,2019-05-31,1,Scopri il concorso,Eventi speciali
359,Offerte Pim,2019-05-02,2019-05-10,1,Pim,Iper e super
360,Offerte Iperfamily,2018-05-02,2018-05-10,1,IperFamily,Iper e super
361,Offerte Agorà,2018-05-02,2018-05-10,1,Agorà,Iper e super
362,Il gusto del risparmio,2018-05-02,2018-05-10,1,Iper Triscount,Iper e super
363,Il gusto del risparmio,2018-05-02,2018-05-10,1,Iper Triscount,Iper e super
364,Partecipa al grande concorso,2019-05-02,2019-05-31,1,Scopri il concorso,Eventi speciali
365,Partecipa al grande concorso,2019-05-02,2019-05-31,1,Scopri il concorso,Eventi speciali
366,I salumi con il sorriso,2019-05-02,2019-06-06,1,Centro Carne,Iper e super
367,Sconti fino al 50% Ama,2019-05-03,2019-05-16,1,Crai,Iper e super
368,Sconti 30% 40% 50%,2019-05-02,2019-05-16,1,Sigma,Iper e super
369,Sottocosto,2019-05-03,2019-05-15,1,D'Italy,Discount
370,Sottocosto,2019-05-03,2019-05-15,1,Ecu,Discount
371,Sconti fino al 50% Ama,2019-05-03,2019-05-16,1,Crai,Iper e super
372,Offerte Maxipiù,2019-04-30,2019-05-13,1,Maxipiù,Iper e super
373,Prezzi tagliati,2019-05-02,2019-05-13,1,Sigma,Iper e super
374,Sconti 30% 40% 50%,2019-05-02,2019-05-16,1,Sigma,Iper e super
375,Sconti 30% 40% 50%,2019-05-02,2019-05-16,1,Sigma,Iper e super
376,Il grandi del risparmio,2018-05-02,2018-05-10,1,Pewex,Iper e super
377,Offerte matte,2018-05-02,2018-05-10,1,Sacoph,Iper e super
378,Offerte matte,2018-05-02,2018-05-10,1,Sacoph,Iper e super
379,Una primavera piena di qualit,2018-05-02,2018-05-10,1,Top Supermercati,Iper e super
380,Una primavera piena di qualit,2018-05-02,2018-05-10,1,Top Supermercati,Iper e super
381,Sconti 30% 40% 50%,2019-05-02,2019-05-16,1,Superday,Iper e super
382,Sconti 30% 40% 50%,2019-05-02,2019-05-16,1,Superday,Iper e super
383,e-Bike e-Bonus,2019-05-04,2019-05-17,1,Sportler,Sport e Moda
384,Sconti fino al 50%,2019-05-03,2019-05-13,1,Futura,Iper e super
385,Sconti fino al 50%,2019-05-03,2019-05-13,1,Futura,Iper e super
386,Sconti fino al 50%,2019-05-03,2019-05-13,1,Futura,Iper e super
387,Maggio: le offerte fioriscono!,2019-05-02,2019-05-31,1,Ehiweb,Telefonia e Pay TV
388,Eolo quando vuoi,2018-05-02,2018-05-08,1,Eolo,Telefonia e Pay TV
389,Eolo easy,2019-05-02,2019-05-03,1,Eolo,Telefonia e Pay TV
390,Eolo professional expert,2018-05-02,2018-05-08,1,Eolo,Telefonia e Pay TV
391,Eolo professional plus,2019-05-02,2019-05-03,1,Eolo,Telefonia e Pay TV
392,Eolo quando vuoi,2018-05-02,2018-05-08,1,Eolo,Telefonia e Pay TV
393,Eolo professional smart,2018-05-02,2018-05-08,1,Eolo,Telefonia e Pay TV
394,Eolo super,2018-05-02,2018-05-08,1,Eolo,Telefonia e Pay TV
395,Offerte CuoreBio,2019-05-02,2019-05-29,1,CuoreBio,Iper e super
396,Offerte Marketpiù,2019-04-30,2019-05-12,1,Marketpiù,Iper e super
397,Sconti fino al 50% sulle grandi marche,2019-04-30,2019-05-13,1,Crai,Iper e super
398,Sconti fino al 50% sulle grandi marche,2019-04-30,2019-05-13,1,Crai,Iper e super
399,Sconti fino al 50% sulle grandi marche,2019-04-30,2019-05-13,1,Crai,Iper e super
400,Sconti fino al 50% sulle grandi marche,2019-04-30,2019-05-13,1,Crai,Iper e super
401,Sconti fino al 50% sulle grandi marche,2019-05-02,2019-05-13,1,Crai,Iper e super
402,B come bio,2019-05-01,2019-06-03,1,Biobottega,Iper e super
403,Offerte IperSigma,2019-05-03,2019-05-16,1,Sigma,Iper e super
404,Abbinata vincente,2019-05-03,2019-05-23,1,Euronics,Elettronica
405,Dal 3 al 15 maggio,2019-05-03,2019-05-15,1,L'Economy,Iper e super
406,Sconti fino al 50% Ama,2019-05-03,2019-05-16,1,Crai,Iper e super
407,Offerte Maxi Coal,2019-05-03,2019-05-16,1,Coal,Iper e super
408,Offerte Sigma,2019-05-03,2019-05-16,1,Sigma,Iper e super
409,Offerte Supermercato Coal,2019-05-03,2019-05-16,1,Coal,Iper e super
410,Sconti fino al 50% Ama,2019-05-03,2019-05-16,1,Crai,Iper e super
411,Offerte Superstore Coal,2019-05-03,2019-05-16,1,Coal,Iper e super
412,Smart facile a tasso zero,2019-05-03,2019-05-23,1,Euronics,Elettronica
413,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
414,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
415,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
416,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
417,Sconti fino al 50% Ama,2019-05-03,2019-05-16,1,Crai,Iper e super
418,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
419,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
420,Sconti fino al 50% Ama,2019-05-03,2019-05-16,1,Crai,Iper e super
421,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
422,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
423,Sotto costo,2019-05-03,2019-05-15,1,Italmark,Iper e super
424,Sotto costo 46° anniversario,2019-05-03,2019-05-16,1,Il Gigante,Iper e super
425,Cosi comodo la spesa fatta in casa,2019-05-03,2019-05-20,1,Il Gigante,Iper e super
426,Prezzi bassi,2018-05-03,2018-05-09,1,Cadoro,Iper e super
427,Dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Doc,Iper e super
428,Dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Doc,Iper e super
429,Dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Doc,Iper e super
430,"Tante offerte a 0,50€ 1€ ",2019-05-03,2019-05-16,1,Simply Market,Iper e super
431,Sconti fino al 50% sulle grandi marche,2019-05-03,2019-05-13,1,Pellicano,Iper e super
432,"Tante offerte a 0,50€ 1€ ",2019-05-03,2019-05-16,1,IperSimply,Iper e super
433,1+1,2019-05-02,2019-05-13,1,Dimeglio,Iper e super
434,1+1,2019-05-02,2019-05-13,1,Dimeglio,Iper e super
435,1+1 gratis,2019-05-03,2019-05-15,1,Mio Mercato,Iper e super
436,Gli specialisti delle offerte,2019-05-03,2019-05-16,1,Moderna Cash,Iper e super
437,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
438,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
439,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
440,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
441,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
442,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
443,3 maggio 5 luglio 2018,2019-05-03,2019-06-05,1,+ Medical Parafarmacia,Salute e Benessere
444,Milano Food Week dal 7 al 13 maggio,2019-05-03,2019-05-13,1,Milano Food Week,Eventi speciali
445,Dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Coop,Iper e super
446,Dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Coop,Iper e super
447,Dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Coop,Iper e super
448,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
449,Dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Coop,Iper e super
450,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
451,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
452,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
453,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
454,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
455,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
456,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
457,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
458,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
459,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
460,Un risparmio imbattibile,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
461,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
462,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
463,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
464,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
465,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
466,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
467,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
468,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
469,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
470,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
471,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
472,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
473,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
474,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
475,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
476,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
477,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
478,Sottocosto,2019-05-03,2019-05-13,1,Carrefour Market,Iper e super
479,Sconti fino al 50%,2019-05-03,2019-05-13,1,Crai,Iper e super
480,"Maggio, sconti all'arrembaggio!",2019-05-03,2019-05-20,1,Brico ok,Bricolage
481,Sconti fino al 50%,2019-05-03,2019-05-13,1,Crai,Iper e super
482,Sottocosto,2019-05-03,2019-05-16,1,Coop,Iper e super
483,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
484,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
485,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
486,Sconti fino al 50%,2019-05-03,2019-05-13,1,Crai,Iper e super
487,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
488,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
489,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
490,Ti ricopre d'oro,2019-05-03,2019-05-13,1,Crai,Iper e super
491,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
492,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
493,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
494,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
495,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
496,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
497,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
498,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
499,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
500,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
501,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
502,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
503,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
504,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
505,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
506,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
507,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
508,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
509,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
510,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
511,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
512,Conviene,2019-05-03,2019-05-16,1,Coop,Iper e super
513,Conviene,2019-05-03,2019-05-16,1,Coop,Iper e super
514,Tutto a..,2019-05-03,2019-05-16,1,Coop,Iper e super
515,Conviene,2019-05-03,2019-05-16,1,Coop,Iper e super
516,Tutto a..,2019-05-03,2019-05-16,1,Coop,Iper e super
517,Conviene,2019-05-03,2019-05-16,1,Coop,Iper e super
518,Conviene,2019-05-03,2019-05-16,1,Coop,Iper e super
519,Tutto a..,2019-05-03,2019-05-16,1,Coop,Iper e super
520,Conviene,2019-05-03,2019-05-16,1,Coop,Iper e super
521,Conviene,2019-05-03,2019-05-16,1,Coop,Iper e super
522,Tutto a..,2019-05-03,2019-05-16,1,Coop,Iper e super
523,Tutto a..,2019-05-03,2019-05-16,1,Coop,Iper e super
524,Conviene,2019-05-03,2019-05-16,1,Coop,Iper e super
525,Tutto a..,2019-05-03,2019-05-16,1,Coop,Iper e super
526,Conviene,2019-05-03,2019-05-16,1,Coop,Iper e super
527,Conviene,2019-05-03,2019-05-16,1,Coop,Iper e super
528,Conviene,2019-05-03,2019-05-16,1,Coop,Iper e super
529,Tutto a..,2019-05-03,2019-05-16,1,Coop,Iper e super
530,Tutto a..,2019-05-03,2019-05-16,1,Coop,Iper e super
531,Tutto a..,2019-05-03,2019-05-16,1,Coop,Iper e super
532,Tutto a..,2019-05-03,2019-05-16,1,Coop,Iper e super
533,Tutto a..,2019-05-03,2019-05-16,1,Coop,Iper e super
534,Tutto a..,2019-05-03,2019-05-16,1,Coop,Iper e super
535,Dal 3 al 16 maggio,2019-05-03,2019-05-16,1,Coop,Iper e super
536,Conviene,2019-05-03,2019-05-15,1,Coop,Iper e super
537,Conviene,2019-05-03,2019-05-15,1,Coop,Iper e super
538,Offerte Supermac,2019-05-03,2019-05-16,1,Supermac,Iper e super
539,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
540,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
541,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
542,Offerte dal 3 al 16 maggio 2018,2019-05-03,2019-05-16,1,Spak,Iper e super
543,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
544,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
545,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
546,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
547,Da Trony prendi 3 paghi 2,2019-05-03,2019-05-23,1,Trony,Elettronica
548,Sconti fino al 50%,2019-05-03,2019-05-16,1,Iperpan,Iper e super
549,La forza del risparmio,2018-05-03,2018-05-10,1,MA Supermercati,Iper e super
550,La forza del risparmio,2018-05-03,2018-05-10,1,MA Supermercati,Iper e super
551,La forza del risparmio,2018-05-03,2018-05-10,1,MA Supermercati,Iper e super
552,La forza del risparmio,2018-05-03,2018-05-10,1,MA Supermercati,Iper e super
553,La forza del risparmio,2018-05-03,2018-05-10,1,MA Supermercati,Iper e super
554,La forza del risparmio,2018-05-03,2018-05-10,1,MA Supermercati,Iper e super
555,Sconti fino al 50%,2019-05-03,2019-05-16,1,Superpan,Iper e super
556,Offerta valida dal 30 aprile al 13 maggio 2018,2019-04-30,2019-05-13,1,Zona,Iper e super
557,Offerta valida dal 30 aprile al 13 maggio 2018,2019-04-30,2019-05-13,1,Zona,Iper e super
558,Offerta valida dal 30 aprile al 13 maggio 2018,2019-04-30,2019-05-13,1,Zona,Iper e super
559,Una spesa incredibilmente conveniente,2019-05-03,2019-05-16,1,Premium Supermercati,Iper e super
560,Grandi marche al 50%,2019-05-03,2019-05-16,1,Esselunga,Iper e super
561,Grandi marche al 50%,2019-05-03,2019-05-16,1,Esselunga,Iper e super
